id_vial,trayecto,pk,lat,lon
CV-197,CV-197,4,40.17832383579125,-0.4600817527414748
CV-10,CV-10,36,40.13058099570215,0.027236146710585663
CV-10,CV-10,10,39.961090175050686,-0.1615175297135275
CV-395,CV-395,48,39.708224252300404,-0.8117588324732511
N-III,N-III,253,39.549864794884186,-1.3140528391687738
A-3,A-3,265,39.54236109041711,-1.3251796254248571
CV-215,CV-215,17,39.87355747991764,-0.4805343567012573
CV-10,CV-10,3,39.90849085610741,-0.19554544731529477
CV-188,CV-188,0,40.02074995885541,-0.27082156636033805
N-225,N-225,43,39.96902207096272,-0.06509251743373291
CV-35,CV-35,19,39.594660245593026,-0.5431086307895768
V-23,V-23,7,39.66108510746322,-0.2609642002041614
AP-7,E-15,434,39.98166675600364,-0.10082133773394782
CV-315,CV-315,3,39.52598997380914,-0.3858332157442138
AP-7,E-15,467,39.721735860817134,-0.2322707390358371
CV-133,CV-133,10,40.312967383301604,0.1452960614577075
CV-190,CV-190,7,40.08073296453698,-0.2063945220877591
V-30,V-30,16,39.51204521423694,-0.4757298262551436
V-30,V-30,7,39.454522815138986,-0.4101983312962227
A-7,E-15,320,39.568239848975495,-0.42431717999387886
CV-35,CV-35,8,39.53278371172454,-0.44664368003427785
CV-344,CV-344,0,39.87857906891124,-1.0269676906861342
CV-12,CV-12,23,40.599787523385196,-0.08395462086463126
CV-32,CV-32,6,39.57564694120793,-0.35109746238504336
N-234,N-234,59,40.004320562115005,-0.6916502753311026
CV-20,CV-20,41,40.0599863629793,-0.46032587831100197
A-3,A-3,339,39.473172401133716,-0.5615399891234947
CV-18,CV-18,2,39.94786240743158,-0.0548062623676304
CV-130,CV-130,0,40.358283919755785,0.018340271363864086
N-340 A,N-340 A,979,40.021924717942916,-0.02903395000973596
CV-35,CV-35,12,39.55292828256848,-0.4832932904014716
A-7,E-15,288,39.782489398050494,-0.22858832084225744
CV-14,CV-14,8,40.64461944260783,-0.16693980747609422
N-232,N-232,48,40.569540788218475,-0.02849502309666347
N-340 A,N-340 A,1051,40.46910702325773,0.46487675791583705
CV-156,CV-156,0,40.181216356476355,-0.03323495102887227
CV-147,CV-147,0,40.026828341245114,-0.008023815003643341
CV-309,CV-309,4,39.64567846585067,-0.2559945227841932
CV-100,CV-100,0,40.60545812840965,0.349821297156464
CV-363,CV-363,22,40.05603220887424,-1.1678291408121755
N-III,N-III,267,39.53613107807496,-1.1765765616479908
CV-366,CV-366,0,39.425580113367445,-0.4531299208754845
CV-162,CV-15,4,40.15393303626793,-0.06147761163122072
CV-223,CV-223,6,39.89003566737867,-0.25737882090302366
CV-346,CV-346,8,39.790692728808665,-0.9832266214039392
AP-7,E-15,384,40.28633790978121,0.2284074661112765
CV-18,CV-18,8,39.89951117783438,-0.07754467565109731
CV-35,CV-35,21,39.61086963551114,-0.5521784290399788
CV-35,CV-35,9,39.54022473680094,-0.4531857491930258
CV-125,CV-125,23,40.53315284932168,-0.26233065915823034
CV-124,CV-124,6,40.61855421996704,-0.20223728854293374
